Woonplaatscode,Woonplaats,Gemeentecode,Gemeente,COROP-gebiedcode,COROP-gebied
1449,Beers NB,1982,Land van Cuijk,35,Noordoost-Noord-Brabant
1450,Cuijk,1982,Land van Cuijk,35,Noordoost-Noord-Brabant
1451,Haps,1982,Land van Cuijk,35,Noordoost-Noord-Brabant
1452,Katwijk NB,1982,Land van Cuijk,35,Noordoost-Noord-Brabant
1453,Linden,1982,Land van Cuijk,35,Noordoost-Noord-Brabant
1454,Sint Agatha,1982,Land van Cuijk,35,Noordoost-Noord-Brabant
1455,Vianen NB,1982,Land van Cuijk,35,Noordoost-Noord-Brabant
1456,Best,0753,Best,36,Zuidoost-Noord-Brabant
1457,Bergeijk,1724,Bergeijk,36,Zuidoost-Noord-Brabant
1458,Luyksgestel,1724,Bergeijk,36,Zuidoost-Noord-Brabant
1459,Riethoven,1724,Bergeijk,36,Zuidoost-Noord-Brabant
1460,Westerhoven,1724,Bergeijk,36,Zuidoost-Noord-Brabant
1461,Bunde,0938,Meerssen,39,Zuid-Limburg
1462,Geulle,0938,Meerssen,39,Zuid-Limburg
1463,Meerssen,0938,Meerssen,39,Zuid-Limburg
1464,Moorveld,0938,Meerssen,39,Zuid-Limburg
1465,Ulestraten,0938,Meerssen,39,Zuid-Limburg
1466,Lisse,0553,Lisse,25,Agglomeratie Leiden en Bollenstreek
1467,Kapelle,0678,Kapelle,32,Overig Zeeland
1468,Kloetinge,0678,Kapelle,32,Overig Zeeland
1469,Schore,0678,Kapelle,32,Overig Zeeland
1470,Wemeldinge,0678,Kapelle,32,Overig Zeeland
1471,Winschoten,1895,Oldambt,01,Oost-Groningen
1473,Venlo,0983,Venlo,37,Noord-Limburg
1474,Tegelen,0983,Venlo,37,Noord-Limburg
1475,Steyl,0983,Venlo,37,Noord-Limburg
1476,Belfeld,0983,Venlo,37,Noord-Limburg
1477,Papendrecht,0590,Papendrecht,30,Zuidoost-Zuid-Holland
1478,Winterswijk,0294,Winterswijk,14,Achterhoek
1479,Winterswijk Meddo,0294,Winterswijk,14,Achterhoek
1480,Winterswijk Huppel,0294,Winterswijk,14,Achterhoek
1481,Winterswijk Ratum,0294,Winterswijk,14,Achterhoek
1482,Winterswijk Kotten,0294,Winterswijk,14,Achterhoek
1483,Winterswijk Woold,0294,Winterswijk,14,Achterhoek
1484,Winterswijk Miste,0294,Winterswijk,14,Achterhoek
1485,Winterswijk Henxel,0294,Winterswijk,14,Achterhoek
1486,Winterswijk Brinkheurne,0294,Winterswijk,14,Achterhoek
1487,Winterswijk Corle,0294,Winterswijk,14,Achterhoek
1488,Hippolytushoef,1911,Hollands Kroon,18,Kop van Noord-Holland
1489,Den Oever,1911,Hollands Kroon,18,Kop van Noord-Holland
1490,Westerland,1911,Hollands Kroon,18,Kop van Noord-Holland
1491,Raalte,0177,Raalte,11,Zuidwest-Overijssel
1492,Heino,0177,Raalte,11,Zuidwest-Overijssel
1493,Mariënheem,0177,Raalte,11,Zuidwest-Overijssel
1494,Luttenberg,0177,Raalte,11,Zuidwest-Overijssel
1495,Laag Zuthem,0177,Raalte,11,Zuidwest-Overijssel
1496,Lierderholthuis,0177,Raalte,11,Zuidwest-Overijssel
1497,Broekland,0177,Raalte,11,Zuidwest-Overijssel
1498,Heeten,0177,Raalte,11,Zuidwest-Overijssel
1499,Nieuw Heeten,0177,Raalte,11,Zuidwest-Overijssel
1500,Velp,0275,Rheden,15,Arnhem/Nijmegen
1501,Rheden,0275,Rheden,15,Arnhem/Nijmegen
1502,De Steeg,0275,Rheden,15,Arnhem/Nijmegen
1503,Ellecom,0275,Rheden,15,Arnhem/Nijmegen
1504,Dieren,0275,Rheden,15,Arnhem/Nijmegen
1505,Spankeren,0275,Rheden,15,Arnhem/Nijmegen
1506,Laag-Soeren,0275,Rheden,15,Arnhem/Nijmegen
1507,Hem,0498,Drechterland,18,Kop van Noord-Holland
1508,Hoogkarspel,0498,Drechterland,18,Kop van Noord-Holland
1510,Oosterleek,0498,Drechterland,18,Kop van Noord-Holland
1511,Schellinkhout,0498,Drechterland,18,Kop van Noord-Holland
1512,Venhuizen,0498,Drechterland,18,Kop van Noord-Holland
1513,Westwoud,0498,Drechterland,18,Kop van Noord-Holland
1514,Wijdenes,0498,Drechterland,18,Kop van Noord-Holland
1515,Sevenum,1507,Horst aan de Maas,37,Noord-Limburg
1516,Kronenberg,1507,Horst aan de Maas,37,Noord-Limburg
1517,Evertsoord,1507,Horst aan de Maas,37,Noord-Limburg
1519,Muiderberg,1942,Gooise Meren,24,Het Gooi en Vechtstreek
1520,Drempt,1876,Bronckhorst,14,Achterhoek
1521,Hoog-Keppel,1876,Bronckhorst,14,Achterhoek
1522,Laag-Keppel,1876,Bronckhorst,14,Achterhoek
1523,Hummelo,1876,Bronckhorst,14,Achterhoek
1526,Steenderen,1876,Bronckhorst,14,Achterhoek
1527,Baak,1876,Bronckhorst,14,Achterhoek
1528,Rha,1876,Bronckhorst,14,Achterhoek
1529,Olburgen,1876,Bronckhorst,14,Achterhoek
1530,Bronkhorst,1876,Bronckhorst,14,Achterhoek
1531,Toldijk,1876,Bronckhorst,14,Achterhoek
1532,Vierakker,1876,Bronckhorst,14,Achterhoek
1535,Hengelo (Gld),1876,Bronckhorst,14,Achterhoek
1536,Keijenborg,1876,Bronckhorst,14,Achterhoek
1537,Ane,0160,Hardenberg,10,Noord-Overijssel
1538,Anerveen,0160,Hardenberg,10,Noord-Overijssel
1539,Anevelde,0160,Hardenberg,10,Noord-Overijssel
1540,Balkbrug,0160,Hardenberg,10,Noord-Overijssel
1541,Bergentheim,0160,Hardenberg,10,Noord-Overijssel
1542,Brucht,0160,Hardenberg,10,Noord-Overijssel
1544,Collendoorn,0160,Hardenberg,10,Noord-Overijssel
1545,De Krim,0160,Hardenberg,10,Noord-Overijssel
1546,Dedemsvaart,0160,Hardenberg,10,Noord-Overijssel
1547,Den Velde,0160,Hardenberg,10,Noord-Overijssel
1548,Diffelen,0160,Hardenberg,10,Noord-Overijssel
1549,Gramsbergen,0160,Hardenberg,10,Noord-Overijssel
1551,Heemserveen,0160,Hardenberg,10,Noord-Overijssel
1552,Holtheme,0160,Hardenberg,10,Noord-Overijssel
1553,Holthone,0160,Hardenberg,10,Noord-Overijssel
1554,Hoogenweg,0160,Hardenberg,10,Noord-Overijssel
1555,Kloosterhaar,0160,Hardenberg,10,Noord-Overijssel
1556,Loozen,0160,Hardenberg,10,Noord-Overijssel
1557,Lutten,0160,Hardenberg,10,Noord-Overijssel
1558,Mariënberg,0160,Hardenberg,10,Noord-Overijssel
1559,Radewijk,0160,Hardenberg,10,Noord-Overijssel
1560,Rheeze,0160,Hardenberg,10,Noord-Overijssel
1561,Rheezerveen,0160,Hardenberg,10,Noord-Overijssel
1562,Schuinesloot,0160,Hardenberg,10,Noord-Overijssel
1563,Sibculo,0160,Hardenberg,10,Noord-Overijssel
1564,Slagharen,0160,Hardenberg,10,Noord-Overijssel
1565,Venebrugge,0160,Hardenberg,10,Noord-Overijssel
1566,Rijssen,1742,Rijssen-Holten,12,Twente
1567,Holten,1742,Rijssen-Holten,12,Twente
1568,Maarheeze,1706,Cranendonck,36,Zuidoost-Noord-Brabant
1569,Soerendonk,1706,Cranendonck,36,Zuidoost-Noord-Brabant
1570,Gastel,1706,Cranendonck,36,Zuidoost-Noord-Brabant
1571,Budel,1706,Cranendonck,36,Zuidoost-Noord-Brabant
1572,Budel-Schoot,1706,Cranendonck,36,Zuidoost-Noord-Brabant
1573,Budel-Dorplein,1706,Cranendonck,36,Zuidoost-Noord-Brabant
1574,Varsseveld,1509,Oude IJsselstreek,14,Achterhoek
1575,Westendorp,1509,Oude IJsselstreek,14,Achterhoek
1576,Heelweg,1509,Oude IJsselstreek,14,Achterhoek
1577,Terborg,1509,Oude IJsselstreek,14,Achterhoek
1578,Silvolde,1509,Oude IJsselstreek,14,Achterhoek
1579,Sinderen,1509,Oude IJsselstreek,14,Achterhoek
1580,Ulft,1509,Oude IJsselstreek,14,Achterhoek
1581,Etten,1509,Oude IJsselstreek,14,Achterhoek
1582,Varsselder,1509,Oude IJsselstreek,14,Achterhoek
1583,Netterden,1509,Oude IJsselstreek,14,Achterhoek
1584,Megchelen,1509,Oude IJsselstreek,14,Achterhoek
1585,Gendringen,1509,Oude IJsselstreek,14,Achterhoek
1586,Voorst,1509,Oude IJsselstreek,14,Achterhoek
1587,Breedenbroek,1509,Oude IJsselstreek,14,Achterhoek
1588,Roosendaal,1674,Roosendaal,33,West-Noord-Brabant
1589,Wouw,1674,Roosendaal,33,West-Noord-Brabant
1590,Heerle,1674,Roosendaal,33,West-Noord-Brabant
1591,Nispen,1674,Roosendaal,33,West-Noord-Brabant
1592,Wouwse Plantage,1674,Roosendaal,33,West-Noord-Brabant
1593,Moerstraten,1674,Roosendaal,33,West-Noord-Brabant
1594,Barendrecht,0489,Barendrecht,29,Groot-Rijnmond
1595,'s-Hertogenbosch,0796,'s-Hertogenbosch,35,Noordoost-Noord-Brabant
1596,Rosmalen,0796,'s-Hertogenbosch,35,Noordoost-Noord-Brabant
1597,Hoofddorp,0394,Haarlemmermeer,23,Groot-Amsterdam
1598,Rozenburg,0394,Haarlemmermeer,23,Groot-Amsterdam
1599,Oude Meer,0394,Haarlemmermeer,23,Groot-Amsterdam
1600,Aalsmeerderbrug,0394,Haarlemmermeer,23,Groot-Amsterdam
1601,Rijsenhout,0394,Haarlemmermeer,23,Groot-Amsterdam
1602,Nieuw-Vennep,0394,Haarlemmermeer,23,Groot-Amsterdam
1603,Burgerveen,0394,Haarlemmermeer,23,Groot-Amsterdam
1604,Schiphol-Rijk,0394,Haarlemmermeer,23,Groot-Amsterdam
1605,Leimuiderbrug,0394,Haarlemmermeer,23,Groot-Amsterdam
1606,Weteringbrug,0394,Haarlemmermeer,23,Groot-Amsterdam
1607,Buitenkaag,0394,Haarlemmermeer,23,Groot-Amsterdam
1608,Abbenes,0394,Haarlemmermeer,23,Groot-Amsterdam
1609,Lisserbroek,0394,Haarlemmermeer,23,Groot-Amsterdam
1610,Beinsdorp,0394,Haarlemmermeer,23,Groot-Amsterdam
1611,Zwaanshoek,0394,Haarlemmermeer,23,Groot-Amsterdam
1612,Cruquius,0394,Haarlemmermeer,23,Groot-Amsterdam
1613,Vijfhuizen,0394,Haarlemmermeer,23,Groot-Amsterdam
1614,Zwanenburg,0394,Haarlemmermeer,23,Groot-Amsterdam
1615,Boesingheliede,0394,Haarlemmermeer,23,Groot-Amsterdam
1616,Lijnden,0394,Haarlemmermeer,23,Groot-Amsterdam
1617,Badhoevedorp,0394,Haarlemmermeer,23,Groot-Amsterdam
1618,Schiphol,0394,Haarlemmermeer,23,Groot-Amsterdam
1619,Vught,0865,Vught,35,Noordoost-Noord-Brabant
1620,Cromvoirt,0865,Vught,35,Noordoost-Noord-Brabant
1621,Leidschendam,1916,Leidschendam-Voorburg,26,Agglomeratie 's-Gravenhage
1622,Voorburg,1916,Leidschendam-Voorburg,26,Agglomeratie 's-Gravenhage
1623,Alem,0263,Maasdriel,16,Zuidwest-Gelderland
1624,Ammerzoden,0263,Maasdriel,16,Zuidwest-Gelderland
1625,Hedel,0263,Maasdriel,16,Zuidwest-Gelderland
1626,Heerewaarden,0263,Maasdriel,16,Zuidwest-Gelderland
1627,Hoenzadriel,0263,Maasdriel,16,Zuidwest-Gelderland
1628,Hurwenen,0263,Maasdriel,16,Zuidwest-Gelderland
1629,Kerkdriel,0263,Maasdriel,16,Zuidwest-Gelderland
1630,Rossum,0263,Maasdriel,16,Zuidwest-Gelderland
1631,Velddriel,0263,Maasdriel,16,Zuidwest-Gelderland
1632,Well,0263,Maasdriel,16,Zuidwest-Gelderland
1633,Alteveer,1699,Noordenveld,07,Noord-Drenthe
1634,Een,1699,Noordenveld,07,Noord-Drenthe
1635,Een-West,1699,Noordenveld,07,Noord-Drenthe
1636,Foxwolde,1699,Noordenveld,07,Noord-Drenthe
1637,Huis ter Heide,1699,Noordenveld,07,Noord-Drenthe
1638,Langelo,1699,Noordenveld,07,Noord-Drenthe
1639,Leutingewolde,1699,Noordenveld,07,Noord-Drenthe
1640,Lieveren,1699,Noordenveld,07,Noord-Drenthe
1641,Matsloot,1699,Noordenveld,07,Noord-Drenthe
1642,Nietap,1699,Noordenveld,07,Noord-Drenthe
1643,Nieuw-Roden,1699,Noordenveld,07,Noord-Drenthe
1644,Norg,1699,Noordenveld,07,Noord-Drenthe
1645,Peest,1699,Noordenveld,07,Noord-Drenthe
1646,Peize,1699,Noordenveld,07,Noord-Drenthe
1647,Roden,1699,Noordenveld,07,Noord-Drenthe
1649,Roderwolde,1699,Noordenveld,07,Noord-Drenthe
1651,Veenhuizen,1699,Noordenveld,07,Noord-Drenthe
1652,Westervelde,1699,Noordenveld,07,Noord-Drenthe
1653,Zuidvelde,1699,Noordenveld,07,Noord-Drenthe
1654,Gelselaar,1859,Berkelland,14,Achterhoek
1655,Geesteren,1859,Berkelland,14,Achterhoek
1656,Neede,1859,Berkelland,14,Achterhoek
1657,Rietmolen,1859,Berkelland,14,Achterhoek
1658,Ruurlo,1859,Berkelland,14,Achterhoek
1659,Borculo,1859,Berkelland,14,Achterhoek
1660,Haarlo,1859,Berkelland,14,Achterhoek
1661,Beltrum,1859,Berkelland,14,Achterhoek
1662,Eibergen,1859,Berkelland,14,Achterhoek
1663,Rekken,1859,Berkelland,14,Achterhoek
1664,Amersfoort,0307,Amersfoort,17,Utrecht
1665,Hoogland,0307,Amersfoort,17,Utrecht
1666,Hooglanderveen,0307,Amersfoort,17,Utrecht
1667,Stoutenburg Noord,0307,Amersfoort,17,Utrecht
1668,Oldenzaal,0173,Oldenzaal,12,Twente
1669,Deurningen,0173,Oldenzaal,12,Twente
1670,Beek,0888,Beek (L.),39,Zuid-Limburg
1671,Spaubeek,0888,Beek (L.),39,Zuid-Limburg
1672,Maastricht-Airport,0888,Beek (L.),39,Zuid-Limburg
1673,Bakhuizen,1940,De Fryske Marren,05,Zuidwest-Friesland
1674,Balk,1940,De Fryske Marren,05,Zuidwest-Friesland
1675,Elahuizen,1940,De Fryske Marren,05,Zuidwest-Friesland
1676,Harich,1940,De Fryske Marren,05,Zuidwest-Friesland
1677,Kolderwolde,1940,De Fryske Marren,05,Zuidwest-Friesland
1678,Mirns,1940,De Fryske Marren,05,Zuidwest-Friesland
1679,Nijemirdum,1940,De Fryske Marren,05,Zuidwest-Friesland
1680,Oudega,1940,De Fryske Marren,05,Zuidwest-Friesland
1681,Oudemirdum,1940,De Fryske Marren,05,Zuidwest-Friesland
1682,Rijs,1940,De Fryske Marren,05,Zuidwest-Friesland
1683,Ruigahuizen,1940,De Fryske Marren,05,Zuidwest-Friesland
1684,Sloten,1940,De Fryske Marren,05,Zuidwest-Friesland
1685,Sondel,1940,De Fryske Marren,05,Zuidwest-Friesland
1686,Wijckel,1940,De Fryske Marren,05,Zuidwest-Friesland
1687,Berkel en Rodenrijs,1621,Lansingerland,29,Groot-Rijnmond
1688,Bergschenhoek,1621,Lansingerland,29,Groot-Rijnmond
1689,Bleiswijk,1621,Lansingerland,29,Groot-Rijnmond
1690,Banholt,1903,Eijsden-Margraten,39,Zuid-Limburg
1691,Bemelen,1903,Eijsden-Margraten,39,Zuid-Limburg
1692,Cadier en Keer,1903,Eijsden-Margraten,39,Zuid-Limburg
1693,Eckelrade,1903,Eijsden-Margraten,39,Zuid-Limburg
1694,Margraten,1903,Eijsden-Margraten,39,Zuid-Limburg
1695,Mheer,1903,Eijsden-Margraten,39,Zuid-Limburg
1696,Noorbeek,1903,Eijsden-Margraten,39,Zuid-Limburg
1697,Scheulder,1903,Eijsden-Margraten,39,Zuid-Limburg
1698,Sint Geertruid,1903,Eijsden-Margraten,39,Zuid-Limburg
1699,Kessel,1894,Peel en Maas,37,Noord-Limburg
1700,Eijsden,1903,Eijsden-Margraten,39,Zuid-Limburg
1701,Gronsveld,1903,Eijsden-Margraten,39,Zuid-Limburg
1704,Ulvenhout,0758,Breda,33,West-Noord-Brabant
1705,Prinsenbeek,0758,Breda,33,West-Noord-Brabant
1707,Katwijk,0537,Katwijk,25,Agglomeratie Leiden en Bollenstreek
1708,Rijnsburg,0537,Katwijk,25,Agglomeratie Leiden en Bollenstreek
1709,Valkenburg,0537,Katwijk,25,Agglomeratie Leiden en Bollenstreek
1711,Beuningen,0168,Losser,12,Twente
1712,Glane,0168,Losser,12,Twente
1713,Losser,0168,Losser,12,Twente
1714,de Lutte,0168,Losser,12,Twente
1715,Overdinkel,0168,Losser,12,Twente
1716,Berg en Terblijt,0994,Valkenburg aan de Geul,39,Zuid-Limburg
1717,Schin op Geul,0994,Valkenburg aan de Geul,39,Zuid-Limburg
1718,Valkenburg,0994,Valkenburg aan de Geul,39,Zuid-Limburg
1719,Walem,0994,Valkenburg aan de Geul,39,Zuid-Limburg
1720,Blesdijke,0098,Weststellingwerf,06,Zuidoost-Friesland
1721,Boijl,0098,Weststellingwerf,06,Zuidoost-Friesland
1722,De Blesse,0098,Weststellingwerf,06,Zuidoost-Friesland
1723,De Hoeve,0098,Weststellingwerf,06,Zuidoost-Friesland
1724,Langelille,0098,Weststellingwerf,06,Zuidoost-Friesland
1725,Munnekeburen,0098,Weststellingwerf,06,Zuidoost-Friesland
1726,Nijeholtpade,0098,Weststellingwerf,06,Zuidoost-Friesland
1727,Nijeholtwolde,0098,Weststellingwerf,06,Zuidoost-Friesland
1728,Nijelamer,0098,Weststellingwerf,06,Zuidoost-Friesland
1729,Nijetrijne,0098,Weststellingwerf,06,Zuidoost-Friesland
1730,Noordwolde,0098,Weststellingwerf,06,Zuidoost-Friesland
1731,Oldeholtpade,0098,Weststellingwerf,06,Zuidoost-Friesland
1732,Oldeholtwolde,0098,Weststellingwerf,06,Zuidoost-Friesland
1733,Oldelamer,0098,Weststellingwerf,06,Zuidoost-Friesland
1734,Oldetrijne,0098,Weststellingwerf,06,Zuidoost-Friesland
1735,Oosterstreek,0098,Weststellingwerf,06,Zuidoost-Friesland
1736,Peperga,0098,Weststellingwerf,06,Zuidoost-Friesland
1737,Scherpenzeel,0098,Weststellingwerf,06,Zuidoost-Friesland
1738,Slijkenburg,0098,Weststellingwerf,06,Zuidoost-Friesland
1739,Sonnega,0098,Weststellingwerf,06,Zuidoost-Friesland
1740,Spanga,0098,Weststellingwerf,06,Zuidoost-Friesland
1741,Steggerda,0098,Weststellingwerf,06,Zuidoost-Friesland
1742,Ter Idzard,0098,Weststellingwerf,06,Zuidoost-Friesland
1743,Vinkega,0098,Weststellingwerf,06,Zuidoost-Friesland
1744,Wolvega,0098,Weststellingwerf,06,Zuidoost-Friesland
1745,Zandhuizen,0098,Weststellingwerf,06,Zuidoost-Friesland
1746,Heerhugowaard,1980,Dijk en Waard,19,Alkmaar en omgeving
1747,Edam,0385,Edam-Volendam,23,Groot-Amsterdam
1748,Volendam,0385,Edam-Volendam,23,Groot-Amsterdam
1749,Purmer,0385,Edam-Volendam,23,Groot-Amsterdam
1750,Raamsdonksveer,0779,Geertruidenberg,33,West-Noord-Brabant
1751,Geertruidenberg,0779,Geertruidenberg,33,West-Noord-Brabant
1752,Raamsdonk,0779,Geertruidenberg,33,West-Noord-Brabant
1753,Appelscha,0085,Ooststellingwerf,06,Zuidoost-Friesland
1754,Donkerbroek,0085,Ooststellingwerf,06,Zuidoost-Friesland
1755,Elsloo,0085,Ooststellingwerf,06,Zuidoost-Friesland
1756,Fochteloo,0085,Ooststellingwerf,06,Zuidoost-Friesland
1759,Langedijke,0085,Ooststellingwerf,06,Zuidoost-Friesland
1760,Makkinga,0085,Ooststellingwerf,06,Zuidoost-Friesland
1761,Nijeberkoop,0085,Ooststellingwerf,06,Zuidoost-Friesland
1762,Oldeberkoop,0085,Ooststellingwerf,06,Zuidoost-Friesland
1763,Oosterwolde,0085,Ooststellingwerf,06,Zuidoost-Friesland
1764,Ravenswoud,0085,Ooststellingwerf,06,Zuidoost-Friesland
1765,Waskemeer,0085,Ooststellingwerf,06,Zuidoost-Friesland
1766,Alphen,0668,West Maas en Waal,16,Zuidwest-Gelderland
1767,Altforst,0668,West Maas en Waal,16,Zuidwest-Gelderland
1768,Appeltern,0668,West Maas en Waal,16,Zuidwest-Gelderland
1769,Beneden-Leeuwen,0668,West Maas en Waal,16,Zuidwest-Gelderland
1770,Boven-Leeuwen,0668,West Maas en Waal,16,Zuidwest-Gelderland
1771,Dreumel,0668,West Maas en Waal,16,Zuidwest-Gelderland
1772,Maasbommel,0668,West Maas en Waal,16,Zuidwest-Gelderland
1773,Wamel,0668,West Maas en Waal,16,Zuidwest-Gelderland
1774,Deurne,0762,Deurne,36,Zuidoost-Noord-Brabant
1775,Vlierden,0762,Deurne,36,Zuidoost-Noord-Brabant
1776,Liessel,0762,Deurne,36,Zuidoost-Noord-Brabant
1777,Neerkant,0762,Deurne,36,Zuidoost-Noord-Brabant
1778,Helenaveen,0762,Deurne,36,Zuidoost-Noord-Brabant
1779,1e Exloërmond,1681,Borger-Odoorn,08,Zuidoost-Drenthe
1780,2e Exloërmond,1681,Borger-Odoorn,08,Zuidoost-Drenthe
1781,2e Valthermond,1681,Borger-Odoorn,08,Zuidoost-Drenthe
1782,Borger,1681,Borger-Odoorn,08,Zuidoost-Drenthe
1783,Bronneger,1681,Borger-Odoorn,08,Zuidoost-Drenthe
1784,Bronnegerveen,1681,Borger-Odoorn,08,Zuidoost-Drenthe
1785,Buinen,1681,Borger-Odoorn,08,Zuidoost-Drenthe
1786,Buinerveen,1681,Borger-Odoorn,08,Zuidoost-Drenthe
1787,Drouwen,1681,Borger-Odoorn,08,Zuidoost-Drenthe
1788,Drouwenermond,1681,Borger-Odoorn,08,Zuidoost-Drenthe
1789,Drouwenerveen,1681,Borger-Odoorn,08,Zuidoost-Drenthe
1790,Ees,1681,Borger-Odoorn,08,Zuidoost-Drenthe
1791,Eesergroen,1681,Borger-Odoorn,08,Zuidoost-Drenthe
1792,Eeserveen,1681,Borger-Odoorn,08,Zuidoost-Drenthe
1793,Ellertshaar,1681,Borger-Odoorn,08,Zuidoost-Drenthe
1794,Exloërveen,1681,Borger-Odoorn,08,Zuidoost-Drenthe
1795,Exloo,1681,Borger-Odoorn,08,Zuidoost-Drenthe
1796,Klijndijk,1681,Borger-Odoorn,08,Zuidoost-Drenthe
1797,Nieuw-Buinen,1681,Borger-Odoorn,08,Zuidoost-Drenthe
1798,Odoorn,1681,Borger-Odoorn,08,Zuidoost-Drenthe
1799,Odoornerveen,1681,Borger-Odoorn,08,Zuidoost-Drenthe
1800,Valthe,1681,Borger-Odoorn,08,Zuidoost-Drenthe
1801,Valthermond,1681,Borger-Odoorn,08,Zuidoost-Drenthe
1802,Westdorp,1681,Borger-Odoorn,08,Zuidoost-Drenthe
1803,Zandberg,1681,Borger-Odoorn,08,Zuidoost-Drenthe
1805,Streefkerk,1978,Molenlanden,30,Zuidoost-Zuid-Holland
1806,Groot-Ammers,1978,Molenlanden,30,Zuidoost-Zuid-Holland
1807,Nieuwpoort,1978,Molenlanden,30,Zuidoost-Zuid-Holland
1808,Langerak,1978,Molenlanden,30,Zuidoost-Zuid-Holland
1809,Waal,1978,Molenlanden,30,Zuidoost-Zuid-Holland
1810,Alteveer gem Hoogeveen,0118,Hoogeveen,09,Zuidwest-Drenthe
1811,Elim,0118,Hoogeveen,09,Zuidwest-Drenthe
1812,Fluitenberg,0118,Hoogeveen,09,Zuidwest-Drenthe
1813,Hollandscheveld,0118,Hoogeveen,09,Zuidwest-Drenthe
1814,Hoogeveen,0118,Hoogeveen,09,Zuidwest-Drenthe
1815,Nieuweroord,0118,Hoogeveen,09,Zuidwest-Drenthe
1816,Nieuwlande,0118,Hoogeveen,09,Zuidwest-Drenthe
1817,Noordscheschut,0118,Hoogeveen,09,Zuidwest-Drenthe
1818,Pesse,0118,Hoogeveen,09,Zuidwest-Drenthe
1819,Stuifzand,0118,Hoogeveen,09,Zuidwest-Drenthe
1820,Tiendeveen,0118,Hoogeveen,09,Zuidwest-Drenthe
1821,Wassenaar,0629,Wassenaar,26,Agglomeratie 's-Gravenhage
1822,'s-Heer Arendskerke,0664,Goes,32,Overig Zeeland
1823,'s-Heer Hendrikskinderen,0664,Goes,32,Overig Zeeland
1824,Goes,0664,Goes,32,Overig Zeeland
1825,Kattendijke,0664,Goes,32,Overig Zeeland
1826,Kloetinge,0664,Goes,32,Overig Zeeland
1827,Wilhelminadorp,0664,Goes,32,Overig Zeeland
1828,Wolphaartsdijk,0664,Goes,32,Overig Zeeland
1829,Ten Boer,0014,Groningen,03,Overig Groningen
1830,Ten Post,0014,Groningen,03,Overig Groningen
1831,Garmerwolde,0014,Groningen,03,Overig Groningen
1832,Thesinge,0014,Groningen,03,Overig Groningen
1833,Woltersum,0014,Groningen,03,Overig Groningen
1834,Sint Annen,0014,Groningen,03,Overig Groningen
1835,Lellens,0014,Groningen,03,Overig Groningen
1836,Winneweer,0014,Groningen,03,Overig Groningen
1837,Beets,0385,Edam-Volendam,23,Groot-Amsterdam
1838,Hobrede,0385,Edam-Volendam,23,Groot-Amsterdam
1839,Kwadijk,0385,Edam-Volendam,23,Groot-Amsterdam
1840,Middelie,0385,Edam-Volendam,23,Groot-Amsterdam
1841,Oosthuizen,0385,Edam-Volendam,23,Groot-Amsterdam
1842,Schardam,0385,Edam-Volendam,23,Groot-Amsterdam
1843,Warder,0385,Edam-Volendam,23,Groot-Amsterdam
1844,Elburg,0230,Elburg,13,Veluwe
1845,'t Harde,0230,Elburg,13,Veluwe
1846,Doornspijk,0230,Elburg,13,Veluwe
1847,Uden,1991,Maashorst,35,Noordoost-Noord-Brabant
1848,Volkel,1991,Maashorst,35,Noordoost-Noord-Brabant
1849,Odiliapeel,1991,Maashorst,35,Noordoost-Noord-Brabant
1850,Zeeland,1991,Maashorst,35,Noordoost-Noord-Brabant
1851,Schaijk,1991,Maashorst,35,Noordoost-Noord-Brabant
1852,Reek,1991,Maashorst,35,Noordoost-Noord-Brabant
1853,Klimmen,0986,Voerendaal,39,Zuid-Limburg
1854,Ransdaal,0986,Voerendaal,39,Zuid-Limburg
1855,Voerendaal,0986,Voerendaal,39,Zuid-Limburg
1856,Blitterswijck,0984,Venray,37,Noord-Limburg
1857,Geijsteren,0984,Venray,37,Noord-Limburg
1858,Meerlo,1507,Horst aan de Maas,37,Noord-Limburg
1859,Swolgen,1507,Horst aan de Maas,37,Noord-Limburg
1860,Tienray,1507,Horst aan de Maas,37,Noord-Limburg
1861,Wanssum,0984,Venray,37,Noord-Limburg
1862,Andelst,1734,Overbetuwe,15,Arnhem/Nijmegen
1863,Driel,1734,Overbetuwe,15,Arnhem/Nijmegen
1864,Elst,1734,Overbetuwe,15,Arnhem/Nijmegen
1865,Hemmen,1734,Overbetuwe,15,Arnhem/Nijmegen
1866,Herveld,1734,Overbetuwe,15,Arnhem/Nijmegen
1867,Heteren,1734,Overbetuwe,15,Arnhem/Nijmegen
1868,Homoet,1734,Overbetuwe,15,Arnhem/Nijmegen
1869,Oosterhout,1734,Overbetuwe,15,Arnhem/Nijmegen
1870,Randwijk,1734,Overbetuwe,15,Arnhem/Nijmegen
1871,Slijk-Ewijk,1734,Overbetuwe,15,Arnhem/Nijmegen
1872,Valburg,1734,Overbetuwe,15,Arnhem/Nijmegen
1873,Zetten,1734,Overbetuwe,15,Arnhem/Nijmegen
1874,Hooge Mierde,1667,Reusel-De Mierden,36,Zuidoost-Noord-Brabant
1875,Hulsel,1667,Reusel-De Mierden,36,Zuidoost-Noord-Brabant
1876,Lage Mierde,1667,Reusel-De Mierden,36,Zuidoost-Noord-Brabant
1877,Reusel,1667,Reusel-De Mierden,36,Zuidoost-Noord-Brabant
1878,Assendelft,0479,Zaanstad,22,Zaanstreek
