Woonplaatscode,Woonplaats,Gemeentecode,Gemeente,COROP-gebiedcode,COROP-gebied
WP1377,Tzummarum,GM1949,Waadhoeke,CR04,Noord-Friesland
WP1378,Firdgum,GM1949,Waadhoeke,CR04,Noord-Friesland
WP1379,Olst,GM1773,Olst-Wijhe,CR11,Zuidwest-Overijssel
WP1380,Wijhe,GM1773,Olst-Wijhe,CR11,Zuidwest-Overijssel
WP1381,Wesepe,GM1773,Olst-Wijhe,CR11,Zuidwest-Overijssel
WP1382,Welsum,GM1773,Olst-Wijhe,CR11,Zuidwest-Overijssel
WP1383,Marle,GM1773,Olst-Wijhe,CR11,Zuidwest-Overijssel
WP1384,Veldhoven,GM0861,Veldhoven,CR36,Zuidoost-Noord-Brabant
WP1385,Abbenbroek,GM1930,Nissewaard,CR29,Groot-Rijnmond
WP1386,Geervliet,GM1930,Nissewaard,CR29,Groot-Rijnmond
WP1387,Heenvliet,GM1930,Nissewaard,CR29,Groot-Rijnmond
WP1388,Oudenhoorn,GM1992,Voorne aan Zee,CR29,Groot-Rijnmond
WP1389,Simonshaven,GM1930,Nissewaard,CR29,Groot-Rijnmond
WP1390,Zuidland,GM1930,Nissewaard,CR29,Groot-Rijnmond
WP1392,Breukelen,GM1904,Stichtse Vecht,CR17,Utrecht
WP1393,Kockengen,GM1904,Stichtse Vecht,CR17,Utrecht
WP1394,Nieuwer Ter Aa,GM1904,Stichtse Vecht,CR17,Utrecht
WP1395,Zutphen,GM0301,Zutphen,CR14,Achterhoek
WP1396,Warnsveld,GM0301,Zutphen,CR14,Achterhoek
WP1397,Oude Pekela,GM0765,Pekela,CR01,Oost-Groningen
WP1398,Nieuwe Pekela,GM0765,Pekela,CR01,Oost-Groningen
WP1399,Rhenen,GM0340,Rhenen,CR17,Utrecht
WP1400,Elst Ut,GM0340,Rhenen,CR17,Utrecht
WP1401,De Heen,GM0851,Steenbergen,CR33,West-Noord-Brabant
WP1402,Dinteloord,GM0851,Steenbergen,CR33,West-Noord-Brabant
WP1403,Kruisland,GM0851,Steenbergen,CR33,West-Noord-Brabant
WP1404,Nieuw-Vossemeer,GM0851,Steenbergen,CR33,West-Noord-Brabant
WP1405,Steenbergen,GM0851,Steenbergen,CR33,West-Noord-Brabant
WP1406,Maastricht,GM0935,Maastricht,CR39,Zuid-Limburg
WP1407,Agelo,GM1774,Dinkelland,CR12,Twente
WP1408,Denekamp,GM1774,Dinkelland,CR12,Twente
WP1409,Deurningen,GM1774,Dinkelland,CR12,Twente
WP1410,Lattrop-Breklenkamp,GM1774,Dinkelland,CR12,Twente
WP1411,Nutter,GM1774,Dinkelland,CR12,Twente
WP1412,Ootmarsum,GM1774,Dinkelland,CR12,Twente
WP1413,Oud Ootmarsum,GM1774,Dinkelland,CR12,Twente
WP1414,Rossum,GM1774,Dinkelland,CR12,Twente
WP1415,Saasveld,GM1774,Dinkelland,CR12,Twente
WP1416,Tilligte,GM1774,Dinkelland,CR12,Twente
WP1417,Weerselo,GM1774,Dinkelland,CR12,Twente
WP1419,Finsterwolde,GM1895,Oldambt,CR01,Oost-Groningen
WP1420,Bad Nieuweschans,GM1895,Oldambt,CR01,Oost-Groningen
WP1421,Nieuw Beerta,GM1895,Oldambt,CR01,Oost-Groningen
WP1422,Drieborg,GM1895,Oldambt,CR01,Oost-Groningen
WP1423,Oudezijl,GM1895,Oldambt,CR01,Oost-Groningen
WP1425,Biezenmortel,GM0855,Tilburg,CR34,Midden-Noord-Brabant
WP1426,Esch,GM0757,Boxtel,CR35,Noordoost-Noord-Brabant
WP1427,Haaren,GM0824,Oisterwijk,CR34,Midden-Noord-Brabant
WP1428,Helvoirt,GM0865,Vught,CR35,Noordoost-Noord-Brabant
WP1429,Vaals,GM0981,Vaals,CR39,Zuid-Limburg
WP1430,Lemiers,GM0981,Vaals,CR39,Zuid-Limburg
WP1431,Vijlen,GM0981,Vaals,CR39,Zuid-Limburg
WP1432,Arkel,GM1978,Molenlanden,CR30,Zuidoost-Zuid-Holland
WP1433,Giessenburg,GM1978,Molenlanden,CR30,Zuidoost-Zuid-Holland
WP1434,Hoogblokland,GM1978,Molenlanden,CR30,Zuidoost-Zuid-Holland
WP1435,Hoornaar,GM1978,Molenlanden,CR30,Zuidoost-Zuid-Holland
WP1436,Noordeloos,GM1978,Molenlanden,CR30,Zuidoost-Zuid-Holland
WP1437,Schelluinen,GM1978,Molenlanden,CR30,Zuidoost-Zuid-Holland
WP1438,Ambt Delden,GM1735,Hof van Twente,CR12,Twente
WP1439,Bentelo,GM1735,Hof van Twente,CR12,Twente
WP1440,Delden,GM1735,Hof van Twente,CR12,Twente
WP1441,Diepenheim,GM1735,Hof van Twente,CR12,Twente
WP1442,Goor,GM1735,Hof van Twente,CR12,Twente
WP1443,Hengevelde,GM1735,Hof van Twente,CR12,Twente
WP1444,Markelo,GM1735,Hof van Twente,CR12,Twente
WP1445,Aarle-Rixtel,GM1659,Laarbeek,CR36,Zuidoost-Noord-Brabant
WP1446,Beek en Donk,GM1659,Laarbeek,CR36,Zuidoost-Noord-Brabant
WP1447,Lieshout,GM1659,Laarbeek,CR36,Zuidoost-Noord-Brabant
WP1448,Mariahout,GM1659,Laarbeek,CR36,Zuidoost-Noord-Brabant
WP1449,Beers NB,GM1982,Land van Cuijk,CR35,Noordoost-Noord-Brabant
WP1450,Cuijk,GM1982,Land van Cuijk,CR35,Noordoost-Noord-Brabant
WP1451,Haps,GM1982,Land van Cuijk,CR35,Noordoost-Noord-Brabant
WP1452,Katwijk NB,GM1982,Land van Cuijk,CR35,Noordoost-Noord-Brabant
WP1453,Linden,GM1982,Land van Cuijk,CR35,Noordoost-Noord-Brabant
WP1454,Sint Agatha,GM1982,Land van Cuijk,CR35,Noordoost-Noord-Brabant
WP1455,Vianen NB,GM1982,Land van Cuijk,CR35,Noordoost-Noord-Brabant
WP1456,Best,GM0753,Best,CR36,Zuidoost-Noord-Brabant
WP1457,Bergeijk,GM1724,Bergeijk,CR36,Zuidoost-Noord-Brabant
WP1458,Luyksgestel,GM1724,Bergeijk,CR36,Zuidoost-Noord-Brabant
WP1459,Riethoven,GM1724,Bergeijk,CR36,Zuidoost-Noord-Brabant
WP1460,Westerhoven,GM1724,Bergeijk,CR36,Zuidoost-Noord-Brabant
WP1461,Bunde,GM0938,Meerssen,CR39,Zuid-Limburg
WP1462,Geulle,GM0938,Meerssen,CR39,Zuid-Limburg
WP1463,Meerssen,GM0938,Meerssen,CR39,Zuid-Limburg
WP1464,Moorveld,GM0938,Meerssen,CR39,Zuid-Limburg
WP1465,Ulestraten,GM0938,Meerssen,CR39,Zuid-Limburg
WP1466,Lisse,GM0553,Lisse,CR25,Agglomeratie Leiden en Bollenstreek
WP1467,Kapelle,GM0678,Kapelle,CR32,Overig Zeeland
WP1468,Kloetinge,GM0678,Kapelle,CR32,Overig Zeeland
WP1469,Schore,GM0678,Kapelle,CR32,Overig Zeeland
WP1470,Wemeldinge,GM0678,Kapelle,CR32,Overig Zeeland
WP1471,Winschoten,GM1895,Oldambt,CR01,Oost-Groningen
WP1473,Venlo,GM0983,Venlo,CR37,Noord-Limburg
WP1474,Tegelen,GM0983,Venlo,CR37,Noord-Limburg
WP1475,Steyl,GM0983,Venlo,CR37,Noord-Limburg
WP1476,Belfeld,GM0983,Venlo,CR37,Noord-Limburg
WP1477,Papendrecht,GM0590,Papendrecht,CR30,Zuidoost-Zuid-Holland
WP1478,Winterswijk,GM0294,Winterswijk,CR14,Achterhoek
WP1479,Winterswijk Meddo,GM0294,Winterswijk,CR14,Achterhoek
WP1480,Winterswijk Huppel,GM0294,Winterswijk,CR14,Achterhoek
WP1481,Winterswijk Ratum,GM0294,Winterswijk,CR14,Achterhoek
WP1482,Winterswijk Kotten,GM0294,Winterswijk,CR14,Achterhoek
WP1483,Winterswijk Woold,GM0294,Winterswijk,CR14,Achterhoek
WP1484,Winterswijk Miste,GM0294,Winterswijk,CR14,Achterhoek
WP1485,Winterswijk Henxel,GM0294,Winterswijk,CR14,Achterhoek
WP1486,Winterswijk Brinkheurne,GM0294,Winterswijk,CR14,Achterhoek
WP1487,Winterswijk Corle,GM0294,Winterswijk,CR14,Achterhoek
WP1488,Hippolytushoef,GM1911,Hollands Kroon,CR18,Kop van Noord-Holland
WP1489,Den Oever,GM1911,Hollands Kroon,CR18,Kop van Noord-Holland
WP1490,Westerland,GM1911,Hollands Kroon,CR18,Kop van Noord-Holland
WP1491,Raalte,GM0177,Raalte,CR11,Zuidwest-Overijssel
WP1492,Heino,GM0177,Raalte,CR11,Zuidwest-Overijssel
WP1493,Mariënheem,GM0177,Raalte,CR11,Zuidwest-Overijssel
WP1494,Luttenberg,GM0177,Raalte,CR11,Zuidwest-Overijssel
WP1495,Laag Zuthem,GM0177,Raalte,CR11,Zuidwest-Overijssel
WP1496,Lierderholthuis,GM0177,Raalte,CR11,Zuidwest-Overijssel
WP1497,Broekland,GM0177,Raalte,CR11,Zuidwest-Overijssel
WP1498,Heeten,GM0177,Raalte,CR11,Zuidwest-Overijssel
WP1499,Nieuw Heeten,GM0177,Raalte,CR11,Zuidwest-Overijssel
WP1500,Velp,GM0275,Rheden,CR15,Arnhem/Nijmegen
WP1501,Rheden,GM0275,Rheden,CR15,Arnhem/Nijmegen
WP1502,De Steeg,GM0275,Rheden,CR15,Arnhem/Nijmegen
WP1503,Ellecom,GM0275,Rheden,CR15,Arnhem/Nijmegen
WP1504,Dieren,GM0275,Rheden,CR15,Arnhem/Nijmegen
WP1505,Spankeren,GM0275,Rheden,CR15,Arnhem/Nijmegen
WP1506,Laag-Soeren,GM0275,Rheden,CR15,Arnhem/Nijmegen
WP1507,Hem,GM0498,Drechterland,CR18,Kop van Noord-Holland
WP1508,Hoogkarspel,GM0498,Drechterland,CR18,Kop van Noord-Holland
WP1510,Oosterleek,GM0498,Drechterland,CR18,Kop van Noord-Holland
WP1511,Schellinkhout,GM0498,Drechterland,CR18,Kop van Noord-Holland
WP1512,Venhuizen,GM0498,Drechterland,CR18,Kop van Noord-Holland
WP1513,Westwoud,GM0498,Drechterland,CR18,Kop van Noord-Holland
WP1514,Wijdenes,GM0498,Drechterland,CR18,Kop van Noord-Holland
WP1515,Sevenum,GM1507,Horst aan de Maas,CR37,Noord-Limburg
WP1516,Kronenberg,GM1507,Horst aan de Maas,CR37,Noord-Limburg
WP1517,Evertsoord,GM1507,Horst aan de Maas,CR37,Noord-Limburg
WP1519,Muiderberg,GM1942,Gooise Meren,CR24,Het Gooi en Vechtstreek
WP1520,Drempt,GM1876,Bronckhorst,CR14,Achterhoek
WP1521,Hoog-Keppel,GM1876,Bronckhorst,CR14,Achterhoek
WP1522,Laag-Keppel,GM1876,Bronckhorst,CR14,Achterhoek
WP1523,Hummelo,GM1876,Bronckhorst,CR14,Achterhoek
WP1526,Steenderen,GM1876,Bronckhorst,CR14,Achterhoek
WP1527,Baak,GM1876,Bronckhorst,CR14,Achterhoek
WP1528,Rha,GM1876,Bronckhorst,CR14,Achterhoek
WP1529,Olburgen,GM1876,Bronckhorst,CR14,Achterhoek
WP1530,Bronkhorst,GM1876,Bronckhorst,CR14,Achterhoek
WP1531,Toldijk,GM1876,Bronckhorst,CR14,Achterhoek
WP1532,Vierakker,GM1876,Bronckhorst,CR14,Achterhoek
WP1535,Hengelo (Gld),GM1876,Bronckhorst,CR14,Achterhoek
WP1536,Keijenborg,GM1876,Bronckhorst,CR14,Achterhoek
WP1537,Ane,GM0160,Hardenberg,CR10,Noord-Overijssel
WP1538,Anerveen,GM0160,Hardenberg,CR10,Noord-Overijssel
WP1539,Anevelde,GM0160,Hardenberg,CR10,Noord-Overijssel
WP1540,Balkbrug,GM0160,Hardenberg,CR10,Noord-Overijssel
WP1541,Bergentheim,GM0160,Hardenberg,CR10,Noord-Overijssel
WP1542,Brucht,GM0160,Hardenberg,CR10,Noord-Overijssel
WP1544,Collendoorn,GM0160,Hardenberg,CR10,Noord-Overijssel
WP1545,De Krim,GM0160,Hardenberg,CR10,Noord-Overijssel
WP1546,Dedemsvaart,GM0160,Hardenberg,CR10,Noord-Overijssel
WP1547,Den Velde,GM0160,Hardenberg,CR10,Noord-Overijssel
WP1548,Diffelen,GM0160,Hardenberg,CR10,Noord-Overijssel
WP1549,Gramsbergen,GM0160,Hardenberg,CR10,Noord-Overijssel
WP1551,Heemserveen,GM0160,Hardenberg,CR10,Noord-Overijssel
WP1552,Holtheme,GM0160,Hardenberg,CR10,Noord-Overijssel
WP1553,Holthone,GM0160,Hardenberg,CR10,Noord-Overijssel
WP1554,Hoogenweg,GM0160,Hardenberg,CR10,Noord-Overijssel
WP1555,Kloosterhaar,GM0160,Hardenberg,CR10,Noord-Overijssel
WP1556,Loozen,GM0160,Hardenberg,CR10,Noord-Overijssel
WP1557,Lutten,GM0160,Hardenberg,CR10,Noord-Overijssel
WP1558,Mariënberg,GM0160,Hardenberg,CR10,Noord-Overijssel
WP1559,Radewijk,GM0160,Hardenberg,CR10,Noord-Overijssel
WP1560,Rheeze,GM0160,Hardenberg,CR10,Noord-Overijssel
WP1561,Rheezerveen,GM0160,Hardenberg,CR10,Noord-Overijssel
WP1562,Schuinesloot,GM0160,Hardenberg,CR10,Noord-Overijssel
WP1563,Sibculo,GM0160,Hardenberg,CR10,Noord-Overijssel
WP1564,Slagharen,GM0160,Hardenberg,CR10,Noord-Overijssel
WP1565,Venebrugge,GM0160,Hardenberg,CR10,Noord-Overijssel
WP1566,Rijssen,GM1742,Rijssen-Holten,CR12,Twente
WP1567,Holten,GM1742,Rijssen-Holten,CR12,Twente
WP1568,Maarheeze,GM1706,Cranendonck,CR36,Zuidoost-Noord-Brabant
WP1569,Soerendonk,GM1706,Cranendonck,CR36,Zuidoost-Noord-Brabant
WP1570,Gastel,GM1706,Cranendonck,CR36,Zuidoost-Noord-Brabant
WP1571,Budel,GM1706,Cranendonck,CR36,Zuidoost-Noord-Brabant
WP1572,Budel-Schoot,GM1706,Cranendonck,CR36,Zuidoost-Noord-Brabant
WP1573,Budel-Dorplein,GM1706,Cranendonck,CR36,Zuidoost-Noord-Brabant
WP1574,Varsseveld,GM1509,Oude IJsselstreek,CR14,Achterhoek
WP1575,Westendorp,GM1509,Oude IJsselstreek,CR14,Achterhoek
WP1576,Heelweg,GM1509,Oude IJsselstreek,CR14,Achterhoek
WP1577,Terborg,GM1509,Oude IJsselstreek,CR14,Achterhoek
WP1578,Silvolde,GM1509,Oude IJsselstreek,CR14,Achterhoek
WP1579,Sinderen,GM1509,Oude IJsselstreek,CR14,Achterhoek
WP1580,Ulft,GM1509,Oude IJsselstreek,CR14,Achterhoek
WP1581,Etten,GM1509,Oude IJsselstreek,CR14,Achterhoek
WP1582,Varsselder,GM1509,Oude IJsselstreek,CR14,Achterhoek
WP1583,Netterden,GM1509,Oude IJsselstreek,CR14,Achterhoek
WP1584,Megchelen,GM1509,Oude IJsselstreek,CR14,Achterhoek
WP1585,Gendringen,GM1509,Oude IJsselstreek,CR14,Achterhoek
WP1586,Voorst,GM1509,Oude IJsselstreek,CR14,Achterhoek
WP1587,Breedenbroek,GM1509,Oude IJsselstreek,CR14,Achterhoek
WP1588,Roosendaal,GM1674,Roosendaal,CR33,West-Noord-Brabant
WP1589,Wouw,GM1674,Roosendaal,CR33,West-Noord-Brabant
WP1590,Heerle,GM1674,Roosendaal,CR33,West-Noord-Brabant
WP1591,Nispen,GM1674,Roosendaal,CR33,West-Noord-Brabant
WP1592,Wouwse Plantage,GM1674,Roosendaal,CR33,West-Noord-Brabant
WP1593,Moerstraten,GM1674,Roosendaal,CR33,West-Noord-Brabant
WP1594,Barendrecht,GM0489,Barendrecht,CR29,Groot-Rijnmond
WP1595,'s-Hertogenbosch,GM0796,'s-Hertogenbosch,CR35,Noordoost-Noord-Brabant
WP1596,Rosmalen,GM0796,'s-Hertogenbosch,CR35,Noordoost-Noord-Brabant
WP1597,Hoofddorp,GM0394,Haarlemmermeer,CR23,Groot-Amsterdam
WP1598,Rozenburg,GM0394,Haarlemmermeer,CR23,Groot-Amsterdam
WP1599,Oude Meer,GM0394,Haarlemmermeer,CR23,Groot-Amsterdam
WP1600,Aalsmeerderbrug,GM0394,Haarlemmermeer,CR23,Groot-Amsterdam
WP1601,Rijsenhout,GM0394,Haarlemmermeer,CR23,Groot-Amsterdam
WP1602,Nieuw-Vennep,GM0394,Haarlemmermeer,CR23,Groot-Amsterdam
WP1603,Burgerveen,GM0394,Haarlemmermeer,CR23,Groot-Amsterdam
WP1604,Schiphol-Rijk,GM0394,Haarlemmermeer,CR23,Groot-Amsterdam
WP1605,Leimuiderbrug,GM0394,Haarlemmermeer,CR23,Groot-Amsterdam
WP1606,Weteringbrug,GM0394,Haarlemmermeer,CR23,Groot-Amsterdam
WP1607,Buitenkaag,GM0394,Haarlemmermeer,CR23,Groot-Amsterdam
WP1608,Abbenes,GM0394,Haarlemmermeer,CR23,Groot-Amsterdam
WP1609,Lisserbroek,GM0394,Haarlemmermeer,CR23,Groot-Amsterdam
WP1610,Beinsdorp,GM0394,Haarlemmermeer,CR23,Groot-Amsterdam
WP1611,Zwaanshoek,GM0394,Haarlemmermeer,CR23,Groot-Amsterdam
WP1612,Cruquius,GM0394,Haarlemmermeer,CR23,Groot-Amsterdam
WP1613,Vijfhuizen,GM0394,Haarlemmermeer,CR23,Groot-Amsterdam
WP1614,Zwanenburg,GM0394,Haarlemmermeer,CR23,Groot-Amsterdam
WP1615,Boesingheliede,GM0394,Haarlemmermeer,CR23,Groot-Amsterdam
WP1616,Lijnden,GM0394,Haarlemmermeer,CR23,Groot-Amsterdam
WP1617,Badhoevedorp,GM0394,Haarlemmermeer,CR23,Groot-Amsterdam
WP1618,Schiphol,GM0394,Haarlemmermeer,CR23,Groot-Amsterdam
WP1619,Vught,GM0865,Vught,CR35,Noordoost-Noord-Brabant
WP1620,Cromvoirt,GM0865,Vught,CR35,Noordoost-Noord-Brabant
WP1621,Leidschendam,GM1916,Leidschendam-Voorburg,CR26,Agglomeratie 's-Gravenhage
WP1622,Voorburg,GM1916,Leidschendam-Voorburg,CR26,Agglomeratie 's-Gravenhage
WP1623,Alem,GM0263,Maasdriel,CR16,Zuidwest-Gelderland
WP1624,Ammerzoden,GM0263,Maasdriel,CR16,Zuidwest-Gelderland
WP1625,Hedel,GM0263,Maasdriel,CR16,Zuidwest-Gelderland
WP1626,Heerewaarden,GM0263,Maasdriel,CR16,Zuidwest-Gelderland
WP1627,Hoenzadriel,GM0263,Maasdriel,CR16,Zuidwest-Gelderland
WP1628,Hurwenen,GM0263,Maasdriel,CR16,Zuidwest-Gelderland
WP1629,Kerkdriel,GM0263,Maasdriel,CR16,Zuidwest-Gelderland
WP1630,Rossum,GM0263,Maasdriel,CR16,Zuidwest-Gelderland
WP1631,Velddriel,GM0263,Maasdriel,CR16,Zuidwest-Gelderland
WP1632,Well,GM0263,Maasdriel,CR16,Zuidwest-Gelderland
WP1633,Alteveer,GM1699,Noordenveld,CR07,Noord-Drenthe
WP1634,Een,GM1699,Noordenveld,CR07,Noord-Drenthe
WP1635,Een-West,GM1699,Noordenveld,CR07,Noord-Drenthe
WP1636,Foxwolde,GM1699,Noordenveld,CR07,Noord-Drenthe
WP1637,Huis ter Heide,GM1699,Noordenveld,CR07,Noord-Drenthe
WP1638,Langelo,GM1699,Noordenveld,CR07,Noord-Drenthe
WP1639,Leutingewolde,GM1699,Noordenveld,CR07,Noord-Drenthe
WP1640,Lieveren,GM1699,Noordenveld,CR07,Noord-Drenthe
WP1641,Matsloot,GM1699,Noordenveld,CR07,Noord-Drenthe
WP1642,Nietap,GM1699,Noordenveld,CR07,Noord-Drenthe
WP1643,Nieuw-Roden,GM1699,Noordenveld,CR07,Noord-Drenthe
WP1644,Norg,GM1699,Noordenveld,CR07,Noord-Drenthe
WP1645,Peest,GM1699,Noordenveld,CR07,Noord-Drenthe
WP1646,Peize,GM1699,Noordenveld,CR07,Noord-Drenthe
WP1647,Roden,GM1699,Noordenveld,CR07,Noord-Drenthe
WP1649,Roderwolde,GM1699,Noordenveld,CR07,Noord-Drenthe
WP1651,Veenhuizen,GM1699,Noordenveld,CR07,Noord-Drenthe
WP1652,Westervelde,GM1699,Noordenveld,CR07,Noord-Drenthe
WP1653,Zuidvelde,GM1699,Noordenveld,CR07,Noord-Drenthe
WP1654,Gelselaar,GM1859,Berkelland,CR14,Achterhoek
WP1655,Geesteren,GM1859,Berkelland,CR14,Achterhoek
WP1656,Neede,GM1859,Berkelland,CR14,Achterhoek
WP1657,Rietmolen,GM1859,Berkelland,CR14,Achterhoek
WP1658,Ruurlo,GM1859,Berkelland,CR14,Achterhoek
WP1659,Borculo,GM1859,Berkelland,CR14,Achterhoek
WP1660,Haarlo,GM1859,Berkelland,CR14,Achterhoek
WP1661,Beltrum,GM1859,Berkelland,CR14,Achterhoek
WP1662,Eibergen,GM1859,Berkelland,CR14,Achterhoek
WP1663,Rekken,GM1859,Berkelland,CR14,Achterhoek
WP1664,Amersfoort,GM0307,Amersfoort,CR17,Utrecht
WP1665,Hoogland,GM0307,Amersfoort,CR17,Utrecht
WP1666,Hooglanderveen,GM0307,Amersfoort,CR17,Utrecht
WP1667,Stoutenburg Noord,GM0307,Amersfoort,CR17,Utrecht
WP1668,Oldenzaal,GM0173,Oldenzaal,CR12,Twente
WP1669,Deurningen,GM0173,Oldenzaal,CR12,Twente
WP1670,Beek,GM0888,Beek (L.),CR39,Zuid-Limburg
WP1671,Spaubeek,GM0888,Beek (L.),CR39,Zuid-Limburg
WP1672,Maastricht-Airport,GM0888,Beek (L.),CR39,Zuid-Limburg
WP1673,Bakhuizen,GM1940,De Fryske Marren,CR05,Zuidwest-Friesland
WP1674,Balk,GM1940,De Fryske Marren,CR05,Zuidwest-Friesland
WP1675,Elahuizen,GM1940,De Fryske Marren,CR05,Zuidwest-Friesland
WP1676,Harich,GM1940,De Fryske Marren,CR05,Zuidwest-Friesland
WP1677,Kolderwolde,GM1940,De Fryske Marren,CR05,Zuidwest-Friesland
WP1678,Mirns,GM1940,De Fryske Marren,CR05,Zuidwest-Friesland
WP1679,Nijemirdum,GM1940,De Fryske Marren,CR05,Zuidwest-Friesland
WP1680,Oudega,GM1940,De Fryske Marren,CR05,Zuidwest-Friesland
WP1681,Oudemirdum,GM1940,De Fryske Marren,CR05,Zuidwest-Friesland
WP1682,Rijs,GM1940,De Fryske Marren,CR05,Zuidwest-Friesland
WP1683,Ruigahuizen,GM1940,De Fryske Marren,CR05,Zuidwest-Friesland
WP1684,Sloten,GM1940,De Fryske Marren,CR05,Zuidwest-Friesland
WP1685,Sondel,GM1940,De Fryske Marren,CR05,Zuidwest-Friesland
WP1686,Wijckel,GM1940,De Fryske Marren,CR05,Zuidwest-Friesland
WP1687,Berkel en Rodenrijs,GM1621,Lansingerland,CR29,Groot-Rijnmond
WP1688,Bergschenhoek,GM1621,Lansingerland,CR29,Groot-Rijnmond
WP1689,Bleiswijk,GM1621,Lansingerland,CR29,Groot-Rijnmond
WP1690,Banholt,GM1903,Eijsden-Margraten,CR39,Zuid-Limburg
WP1691,Bemelen,GM1903,Eijsden-Margraten,CR39,Zuid-Limburg
WP1692,Cadier en Keer,GM1903,Eijsden-Margraten,CR39,Zuid-Limburg
WP1693,Eckelrade,GM1903,Eijsden-Margraten,CR39,Zuid-Limburg
WP1694,Margraten,GM1903,Eijsden-Margraten,CR39,Zuid-Limburg
WP1695,Mheer,GM1903,Eijsden-Margraten,CR39,Zuid-Limburg
WP1696,Noorbeek,GM1903,Eijsden-Margraten,CR39,Zuid-Limburg
WP1697,Scheulder,GM1903,Eijsden-Margraten,CR39,Zuid-Limburg
WP1698,Sint Geertruid,GM1903,Eijsden-Margraten,CR39,Zuid-Limburg
WP1699,Kessel,GM1894,Peel en Maas,CR37,Noord-Limburg
WP1700,Eijsden,GM1903,Eijsden-Margraten,CR39,Zuid-Limburg
WP1701,Gronsveld,GM1903,Eijsden-Margraten,CR39,Zuid-Limburg
WP1704,Ulvenhout,GM0758,Breda,CR33,West-Noord-Brabant
WP1705,Prinsenbeek,GM0758,Breda,CR33,West-Noord-Brabant
WP1707,Katwijk,GM0537,Katwijk,CR25,Agglomeratie Leiden en Bollenstreek
WP1708,Rijnsburg,GM0537,Katwijk,CR25,Agglomeratie Leiden en Bollenstreek
WP1709,Valkenburg,GM0537,Katwijk,CR25,Agglomeratie Leiden en Bollenstreek
WP1711,Beuningen,GM0168,Losser,CR12,Twente
WP1712,Glane,GM0168,Losser,CR12,Twente
WP1713,Losser,GM0168,Losser,CR12,Twente
WP1714,de Lutte,GM0168,Losser,CR12,Twente
WP1715,Overdinkel,GM0168,Losser,CR12,Twente
WP1716,Berg en Terblijt,GM0994,Valkenburg aan de Geul,CR39,Zuid-Limburg
WP1717,Schin op Geul,GM0994,Valkenburg aan de Geul,CR39,Zuid-Limburg
WP1718,Valkenburg,GM0994,Valkenburg aan de Geul,CR39,Zuid-Limburg
WP1719,Walem,GM0994,Valkenburg aan de Geul,CR39,Zuid-Limburg
WP1720,Blesdijke,GM0098,Weststellingwerf,CR06,Zuidoost-Friesland
WP1721,Boijl,GM0098,Weststellingwerf,CR06,Zuidoost-Friesland
WP1722,De Blesse,GM0098,Weststellingwerf,CR06,Zuidoost-Friesland
WP1723,De Hoeve,GM0098,Weststellingwerf,CR06,Zuidoost-Friesland
WP1724,Langelille,GM0098,Weststellingwerf,CR06,Zuidoost-Friesland
WP1725,Munnekeburen,GM0098,Weststellingwerf,CR06,Zuidoost-Friesland
WP1726,Nijeholtpade,GM0098,Weststellingwerf,CR06,Zuidoost-Friesland
WP1727,Nijeholtwolde,GM0098,Weststellingwerf,CR06,Zuidoost-Friesland
WP1728,Nijelamer,GM0098,Weststellingwerf,CR06,Zuidoost-Friesland
WP1729,Nijetrijne,GM0098,Weststellingwerf,CR06,Zuidoost-Friesland
WP1730,Noordwolde,GM0098,Weststellingwerf,CR06,Zuidoost-Friesland
WP1731,Oldeholtpade,GM0098,Weststellingwerf,CR06,Zuidoost-Friesland
WP1732,Oldeholtwolde,GM0098,Weststellingwerf,CR06,Zuidoost-Friesland
WP1733,Oldelamer,GM0098,Weststellingwerf,CR06,Zuidoost-Friesland
WP1734,Oldetrijne,GM0098,Weststellingwerf,CR06,Zuidoost-Friesland
WP1735,Oosterstreek,GM0098,Weststellingwerf,CR06,Zuidoost-Friesland
WP1736,Peperga,GM0098,Weststellingwerf,CR06,Zuidoost-Friesland
WP1737,Scherpenzeel,GM0098,Weststellingwerf,CR06,Zuidoost-Friesland
WP1738,Slijkenburg,GM0098,Weststellingwerf,CR06,Zuidoost-Friesland
WP1739,Sonnega,GM0098,Weststellingwerf,CR06,Zuidoost-Friesland
WP1740,Spanga,GM0098,Weststellingwerf,CR06,Zuidoost-Friesland
WP1741,Steggerda,GM0098,Weststellingwerf,CR06,Zuidoost-Friesland
WP1742,Ter Idzard,GM0098,Weststellingwerf,CR06,Zuidoost-Friesland
WP1743,Vinkega,GM0098,Weststellingwerf,CR06,Zuidoost-Friesland
WP1744,Wolvega,GM0098,Weststellingwerf,CR06,Zuidoost-Friesland
WP1745,Zandhuizen,GM0098,Weststellingwerf,CR06,Zuidoost-Friesland
WP1746,Heerhugowaard,GM1980,Dijk en Waard,CR19,Alkmaar en omgeving
WP1747,Edam,GM0385,Edam-Volendam,CR23,Groot-Amsterdam
WP1748,Volendam,GM0385,Edam-Volendam,CR23,Groot-Amsterdam
WP1749,Purmer,GM0385,Edam-Volendam,CR23,Groot-Amsterdam
WP1750,Raamsdonksveer,GM0779,Geertruidenberg,CR33,West-Noord-Brabant
WP1751,Geertruidenberg,GM0779,Geertruidenberg,CR33,West-Noord-Brabant
